Source;ID;PEMEASURED;REPLICATES;PEF;PE occurrence;PE TYPE;Objective was evaluate PE;EXPERIMENT;ECOSYSTEM;POC;LOM;NUTRIENT;TEMP;TIME;pH;DOCI;DOCP;DOCIDOCP;RMRT
Stutter & Cains (2015);Stutter & Cains (2015)_195;Bacterial respiration;4;1.1;yes;positive;no;Lab;River/Stream;added;Other;Phosphorous;15;15.7;8.8;NA;346.0;NA;NA
Stutter & Cains (2015);Stutter & Cains (2015)_196;Bacterial respiration;4;1.50;yes;positive;no;Lab;River/Stream;added;Other;NP;15;1;8.8;NA;346.0;NA;NA
Stutter & Cains (2015);Stutter & Cains (2015)_197;Bacterial respiration;4;1.35;yes;positive;no;Lab;River/Stream;added;Other;NP;15;2;8.8;NA;346.0;NA;NA
Stutter & Cains (2015);Stutter & Cains (2015)_198;Bacterial respiration;4;1.30;yes;positive;no;Lab;River/Stream;added;Other;NP;15;3;8.8;NA;346.0;NA;NA
Stutter & Cains (2015);Stutter & Cains (2015)_199;Bacterial respiration;4;1.08;yes;positive;no;Lab;River/Stream;added;Other;NP;15;7.7;8.8;NA;346.0;NA;NA
Stutter & Cains (2015);Stutter & Cains (2015)_200;Bacterial respiration;4;1.1;yes;positive;no;Lab;River/Stream;added;Other;NP;15;15.7;8.8;NA;346.0;NA;NA
Textor et al. (2018);Textor2018_5;DOC degradation;3;0.64;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;21.37;0.107;199.7;NA
Textor et al. (2018);Textor2018_6;DOC degradation;3;0.8;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;21.37;0.107;199.7;NA
Textor et al. (2018);Textor2018_7;DOC degradation;3;0.85;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;21.37;0.107;199.7;NA
Textor et al. (2018);Textor2018_8;DOC degradation;3;1.7;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;28;NA;21.37;0.107;199.7;NA
Textor et al. (2018);Textor2018_17;DOC degradation;3;1.09;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;16.38;0.081;202.2;NA
Textor et al. (2018);Textor2018_18;DOC degradation;3;1.03;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;16.38;0.081;202.2;NA
Textor et al. (2018);Textor2018_19;DOC degradation;3;1.09;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;16.38;0.081;202.2;NA
Textor et al. (2018);Textor2018_20;DOC degradation;3;1.03;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;21;NA;16.38;0.081;202.2;NA
Textor et al. (2018);Textor2018_29;DOC degradation;3;1.12;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;13.37;0.067;199.5;NA
Textor et al. (2018);Textor2018_30;DOC degradation;3;0.7;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;13.37;0.067;199.5;NA
Textor et al. (2018);Textor2018_31;DOC degradation;3;1.13;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;13.37;0.067;199.5;NA
Textor et al. (2018);Textor2018_32;DOC degradation;3;1.02;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;28;NA;13.37;0.067;199.5;NA
Textor et al. (2018);Textor2018_41;DOC degradation;3;0.92;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;28.57;0.143;199.7;NA
Textor et al. (2018);Textor2018_42;DOC degradation;3;1.05;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;28.57;0.143;199.7;NA
Textor et al. (2018);Textor2018_43;DOC degradation;3;0.96;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;28.57;0.143;199.7;NA
Textor et al. (2018);Textor2018_44;DOC degradation;3;0.96;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;21;NA;28.57;0.143;199.7;NA
Textor et al. (2018);Textor2018_52;DOC degradation;3;1.1;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;18.63;0.093;200.32;NA
Textor et al. (2018);Textor2018_53;DOC degradation;3;0.41;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;18.63;0.093;200.32;NA
Textor et al. (2018);Textor2018_54;DOC degradation;3;0.61;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;21;NA;18.63;0.093;200.32;NA
Textor et al. (2018);Textor2018_55;DOC degradation;3;0.74;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;28;NA;18.63;0.093;200.32;NA
Textor et al. (2018);Textor2018_62;DOC degradation;3;1.0;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;28.80;0.144;200.0;NA
Textor et al. (2018);Textor2018_63;DOC degradation;3;0.98;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;28.80;0.144;200.0;NA
Textor et al. (2018);Textor2018_64;DOC degradation;3;0.96;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;21;NA;28.80;0.144;200.0;NA
Textor et al. (2018);Textor2018_71;DOC degradation;3;2.4;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;42.74;0.214;199.7;NA
Textor et al. (2018);Textor2018_72;DOC degradation;3;0.89;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;42.74;0.214;199.7;NA
Textor et al. (2018);Textor2018_73;DOC degradation;3;0.72;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;28;NA;42.74;0.214;199.7;NA
Textor et al. (2018);Textor2018_81;DOC degradation;3;0.95;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;11.78;0.058;203.1;NA
Textor et al. (2018);Textor2018_82;DOC degradation;3;0.88;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;11.78;0.058;203.1;NA
Textor et al. (2018);Textor2018_83;DOC degradation;3;0.94;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;11.78;0.058;203.1;NA
Textor et al. (2018);Textor2018_84;DOC degradation;3;0.96;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;21;NA;11.78;0.058;203.1;NA
Textor et al. (2018);Textor2018_93;DOC degradation;3;0.3;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;30.05;0.150;200.3;NA
Textor et al. (2018);Textor2018_94;DOC degradation;3;5.43;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;30.05;0.150;200.3;NA
Textor et al. (2018);Textor2018_95;DOC degradation;3;1.20;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;30.05;0.150;200.3;NA
Textor et al. (2018);Textor2018_96;DOC degradation;3;0.83;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;28;NA;30.05;0.150;200.3;NA
Textor et al. (2018);Textor2018_105;DOC degradation;3;1.0;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;76.95;0.385;199.87;NA
Textor et al. (2018);Textor2018_106;DOC degradation;3;1.02;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;76.95;0.385;199.87;NA
Textor et al. (2018);Textor2018_107;DOC degradation;3;1.01;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;76.95;0.385;199.87;NA
Textor et al. (2018);Textor2018_108;DOC degradation;3;0.997;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;21;NA;76.95;0.385;199.87;NA
Textor et al. (2018);Textor2018_1;DOC degradation;3;0.98;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;21.37;0.107;199.7;NA
Textor et al. (2018);Textor2018_2;DOC degradation;3;1.09;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;21.37;0.107;199.7;NA
Textor et al. (2018);Textor2018_3;DOC degradation;3;0.83;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;21.37;0.107;199.7;NA
Textor et al. (2018);Textor2018_4;DOC degradation;3;1.58;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;21.37;0.107;199.7;NA
Textor et al. (2018);Textor2018_9;DOC degradation;3;0.98;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;21.37;0.107;199.7;NA
Textor et al. (2018);Textor2018_10;DOC degradation;3;1.12;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;21.37;0.107;199.7;NA
Textor et al. (2018);Textor2018_11;DOC degradation;3;1.03;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;21.37;0.107;199.7;NA
Textor et al. (2018);Textor2018_12;DOC degradation;3;1.58;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;21.37;0.107;199.7;NA
Textor et al. (2018);Textor2018_13;DOC degradation;3;0.43;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;16.38;0.081;202.2;NA
Textor et al. (2018);Textor2018_14;DOC degradation;3;1.05;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;16.38;0.081;202.2;NA
Textor et al. (2018);Textor2018_15;DOC degradation;3;1.04;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;16.38;0.081;202.2;NA
Textor et al. (2018);Textor2018_16;DOC degradation;3;1.06;no;not;yes;Lab;River/Stream;none;Other;NP;20;21;NA;16.38;0.081;202.2;NA
Textor et al. (2018);Textor2018_21;DOC degradation;3;1.05;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;16.38;0.081;202.2;NA
Textor et al. (2018);Textor2018_22;DOC degradation;3;0.99;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;16.38;0.081;202.2;NA
Textor et al. (2018);Textor2018_23;DOC degradation;3;1.11;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;16.38;0.081;202.2;NA
Textor et al. (2018);Textor2018_24;DOC degradation;3;0.94;no;not;yes;Lab;River/Stream;none;Other;NP;20;21;NA;16.38;0.081;202.2;NA
Textor et al. (2018);Textor2018_25;DOC degradation;3;1.02;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;13.37;0.067;199.5;NA
Textor et al. (2018);Textor2018_26;DOC degradation;3;0.64;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;13.37;0.067;199.5;NA
Textor et al. (2018);Textor2018_27;DOC degradation;3;0.89;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;13.37;0.067;199.5;NA
Textor et al. (2018);Textor2018_28;DOC degradation;3;0.98;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;13.37;0.067;199.5;NA
Textor et al. (2018);Textor2018_33;DOC degradation;3;1.05;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;13.37;0.067;199.5;NA
Textor et al. (2018);Textor2018_34;DOC degradation;3;0.74;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;13.37;0.067;199.5;NA
Textor et al. (2018);Textor2018_35;DOC degradation;3;0.89;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;13.37;0.067;199.5;NA
Textor et al. (2018);Textor2018_36;DOC degradation;3;1.12;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;13.37;0.067;199.5;NA
Textor et al. (2018);Textor2018_37;DOC degradation;3;0.96;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;28.57;0.143;199.7;NA
Textor et al. (2018);Textor2018_38;DOC degradation;3;1.06;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;28.57;0.143;199.7;NA
Textor et al. (2018);Textor2018_39;DOC degradation;3;1.01;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;28.57;0.143;199.7;NA
Textor et al. (2018);Textor2018_40;DOC degradation;3;0.99;no;not;yes;Lab;River/Stream;none;Other;NP;20;21;NA;28.57;0.143;199.7;NA
Textor et al. (2018);Textor2018_45;DOC degradation;3;1.0;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;28.57;0.143;199.7;NA
Textor et al. (2018);Textor2018_46;DOC degradation;3;1.08;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;28.57;0.143;199.7;NA
Textor et al. (2018);Textor2018_47;DOC degradation;3;1.03;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;28.57;0.143;199.7;NA
Textor et al. (2018);Textor2018_48;DOC degradation;3;0.98;no;not;yes;Lab;River/Stream;none;Other;NP;20;21;NA;28.57;0.143;199.7;NA
Textor et al. (2018);Textor2018_49;DOC degradation;3;1.1;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;18.63;0.093;200.32;NA
Textor et al. (2018);Textor2018_51;DOC degradation;3;0.62;no;not;yes;Lab;River/Stream;none;Other;NP;20;21;NA;18.63;0.093;200.32;NA
Textor et al. (2018);Textor2018_56;DOC degradation;3;1.8;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;18.63;0.093;200.32;NA
Textor et al. (2018);Textor2018_57;DOC degradation;3;0.94;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;18.63;0.093;200.32;NA
Textor et al. (2018);Textor2018_58;DOC degradation;3;1.02;no;not;yes;Lab;River/Stream;none;Other;NP;20;21;NA;18.63;0.093;200.32;NA
Textor et al. (2018);Textor2018_59;DOC degradation;3;1.0;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;28.80;0.144;200.0;NA
Textor et al. (2018);Textor2018_60;DOC degradation;3;1.01;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;28.80;0.144;200.0;NA
Textor et al. (2018);Textor2018_61;DOC degradation;3;0.98;no;not;yes;Lab;River/Stream;none;Other;NP;20;21;NA;28.80;0.144;200.0;NA
Textor et al. (2018);Textor2018_65;DOC degradation;3;1.02;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;28.80;0.144;200.0;NA
Textor et al. (2018);Textor2018_66;DOC degradation;3;1.0;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;28.80;0.144;200.0;NA
Textor et al. (2018);Textor2018_67;DOC degradation;3;0.97;no;not;yes;Lab;River/Stream;none;Other;NP;20;21;NA;28.80;0.144;200.0;NA
Textor et al. (2018);Textor2018_68;DOC degradation;3;2.76;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;42.74;0.214;199.7;NA
Textor et al. (2018);Textor2018_69;DOC degradation;3;0.64;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;42.74;0.214;199.7;NA
Textor et al. (2018);Textor2018_70;DOC degradation;3;1.03;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;42.74;0.214;199.7;NA
Textor et al. (2018);Textor2018_74;DOC degradation;3;2.5;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;42.74;0.214;199.7;NA
Textor et al. (2018);Textor2018_75;DOC degradation;3;0.92;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;42.74;0.214;199.7;NA
Textor et al. (2018);Textor2018_76;DOC degradation;3;1.28;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;42.74;0.214;199.7;NA
Textor et al. (2018);Textor2018_77;DOC degradation;3;1.20;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;11.78;0.058;203.1;NA
Textor et al. (2018);Textor2018_78;DOC degradation;3;0.98;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;11.78;0.058;203.1;NA
Textor et al. (2018);Textor2018_79;DOC degradation;3;1.07;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;11.78;0.058;203.1;NA
Textor et al. (2018);Textor2018_80;DOC degradation;3;0.96;no;not;yes;Lab;River/Stream;none;Other;NP;20;21;NA;11.78;0.058;203.1;NA
Textor et al. (2018);Textor2018_85;DOC degradation;3;0.66;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;11.78;0.058;203.1;NA
Textor et al. (2018);Textor2018_86;DOC degradation;3;0.98;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;11.78;0.058;203.1;NA
Textor et al. (2018);Textor2018_87;DOC degradation;3;0.85;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;11.78;0.058;203.1;NA
Textor et al. (2018);Textor2018_88;DOC degradation;3;0.98;no;not;yes;Lab;River/Stream;none;Other;NP;20;21;NA;11.78;0.058;203.1;NA
Textor et al. (2018);Textor2018_89;DOC degradation;3;3.0;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;30.05;0.150;200.3;NA
Textor et al. (2018);Textor2018_90;DOC degradation;3;1.29;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;30.05;0.150;200.3;NA
Textor et al. (2018);Textor2018_91;DOC degradation;3;1.22;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;30.05;0.150;200.3;NA
Textor et al. (2018);Textor2018_92;DOC degradation;3;1.01;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;30.05;0.150;200.3;NA
Textor et al. (2018);Textor2018_97;DOC degradation;3;0.2;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;30.05;0.150;200.3;NA
Textor et al. (2018);Textor2018_98;DOC degradation;3;7.14;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;30.05;0.150;200.3;NA
Textor et al. (2018);Textor2018_99;DOC degradation;3;1.14;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;30.05;0.150;200.3;NA
Textor et al. (2018);Textor2018_100;DOC degradation;3;0.97;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;30.05;0.150;200.3;NA
Textor et al. (2018);Textor2018_101;DOC degradation;3;1.05;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;76.95;0.385;199.87;NA
Textor et al. (2018);Textor2018_102;DOC degradation;3;0.99;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;76.95;0.385;199.87;NA
Textor et al. (2018);Textor2018_103;DOC degradation;3;1.04;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;76.95;0.385;199.87;NA
Textor et al. (2018);Textor2018_104;DOC degradation;3;1.01;no;not;yes;Lab;River/Stream;none;Other;NP;20;21;NA;76.95;0.385;199.87;NA
Textor et al. (2018);Textor2018_109;DOC degradation;3;0.912;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;76.95;0.385;199.87;NA
Textor et al. (2018);Textor2018_110;DOC degradation;3;1.07;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;76.95;0.385;199.87;NA
Textor et al. (2018);Textor2018_111;DOC degradation;3;1.03;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;76.95;0.385;199.87;NA
Textor et al. (2018);Textor2018_112;DOC degradation;3;1.01;no;not;yes;Lab;River/Stream;none;Other;NP;20;21;NA;76.95;0.385;199.87;NA
Textor et al. (2019);Textor2019_5;DOC degradation;3;0.59;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;39.9;0.399;100.0;1480.73
Textor et al. (2019);Textor2019_6;DOC degradation;3;0.83;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;39.9;0.399;100.0;1480.73
Textor et al. (2019);Textor2019_7;DOC degradation;3;1.10;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;39.9;0.399;100.0;1480.73
Textor et al. (2019);Textor2019_8;DOC degradation;3;1.07;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;28;NA;39.9;0.399;100.0;1480.73
Textor et al. (2019);Textor2019_17;DOC degradation;3;0.007;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;18.5;0.185;100.0;535.09
Textor et al. (2019);Textor2019_18;DOC degradation;3;0.98;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;18.5;0.185;100.0;535.09
Textor et al. (2019);Textor2019_19;DOC degradation;3;0.197;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;18.5;0.185;100.0;535.09
Textor et al. (2019);Textor2019_20;DOC degradation;3;1.60;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;28;NA;18.5;0.185;100.0;535.09
Textor et al. (2019);Textor2019_29;DOC degradation;3;1.75;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;30.0;0.3;100.0;1725.9
Textor et al. (2019);Textor2019_30;DOC degradation;3;1.81;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;30.0;0.3;100.0;1725.9
Textor et al. (2019);Textor2019_31;DOC degradation;3;2.59;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;30.0;0.3;100.0;1725.9
Textor et al. (2019);Textor2019_32;DOC degradation;3;0.99;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;28;NA;30.0;0.3;100.0;1725.9
Textor et al. (2019);Textor2019_41;DOC degradation;3;0.88;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;14.0;0.14;100.0;869.98
Textor et al. (2019);Textor2019_42;DOC degradation;3;0.77;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;14.0;0.14;100.0;869.98
Textor et al. (2019);Textor2019_43;DOC degradation;3;0.84;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;14.0;0.14;100.0;869.98
Textor et al. (2019);Textor2019_44;DOC degradation;3;0.81;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;28;NA;14.0;0.14;100.0;869.98
Textor et al. (2019);Textor2019_53;DOC degradation;3;0.33;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;30.4;0.304;100.0;2767.58
Textor et al. (2019);Textor2019_54;DOC degradation;3;0.58;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;7;NA;30.4;0.304;100.0;2767.58
Textor et al. (2019);Textor2019_55;DOC degradation;3;0.89;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;30.4;0.304;100.0;2767.58
Textor et al. (2019);Textor2019_56;DOC degradation;3;1.07;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;28;NA;30.4;0.304;100.0;2767.58
Textor et al. (2019);Textor2019_65;DOC degradation;3;2.72;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;2;NA;20.6;0.206;100.0;4394.79
Textor et al. (2019);Textor2019_67;DOC degradation;3;0.493;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;14;NA;20.6;0.206;100.0;4394.79
Textor et al. (2019);Textor2019_68;DOC degradation;3;0.47;no;not;yes;Lab;River/Stream;none;Glucose;NP;20;28;NA;20.6;0.206;100.0;4394.79
Textor et al. (2019);Textor2019_1;DOC degradation;3;0.32;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;39.9;0.399;100.0;1480.73
Textor et al. (2019);Textor2019_2;DOC degradation;3;0.61;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;39.9;0.399;100.0;1480.73
Textor et al. (2019);Textor2019_3;DOC degradation;3;0.89;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;39.9;0.399;100.0;1480.73
Textor et al. (2019);Textor2019_4;DOC degradation;3;0.79;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;39.9;0.399;100.0;1480.73
Textor et al. (2019);Textor2019_9;DOC degradation;3;0.87;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;39.9;0.399;100.0;1480.73
Textor et al. (2019);Textor2019_10;DOC degradation;3;0.8;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;39.9;0.399;100.0;1480.73
Textor et al. (2019);Textor2019_11;DOC degradation;3;1.06;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;39.9;0.399;100.0;1480.73
Textor et al. (2019);Textor2019_12;DOC degradation;3;1.04;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;39.9;0.399;100.0;1480.73
Textor et al. (2019);Textor2019_15;DOC degradation;3;0.84;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;18.5;0.185;100.0;535.09
Textor et al. (2019);Textor2019_16;DOC degradation;3;1.19;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;18.5;0.185;100.0;535.09
Textor et al. (2019);Textor2019_21;DOC degradation;3;1.0;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;18.5;0.185;100.0;535.09
Textor et al. (2019);Textor2019_22;DOC degradation;3;1.34;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;18.5;0.185;100.0;535.09
Textor et al. (2019);Textor2019_23;DOC degradation;3;1.21;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;18.5;0.185;100.0;535.09
Textor et al. (2019);Textor2019_24;DOC degradation;3;1.65;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;18.5;0.185;100.0;535.09
Textor et al. (2019);Textor2019_25;DOC degradation;3;0.97;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;30.0;0.3;100.0;1725.9
Textor et al. (2019);Textor2019_26;DOC degradation;3;1.38;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;30.0;0.3;100.0;1725.9
Textor et al. (2019);Textor2019_27;DOC degradation;3;1.52;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;30.0;0.3;100.0;1725.9
Textor et al. (2019);Textor2019_28;DOC degradation;3;1.22;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;30.0;0.3;100.0;1725.9
Textor et al. (2019);Textor2019_33;DOC degradation;3;2.17;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;30.0;0.3;100.0;1725.9
Textor et al. (2019);Textor2019_34;DOC degradation;3;2.35;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;30.0;0.3;100.0;1725.9
Textor et al. (2019);Textor2019_35;DOC degradation;3;2.68;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;30.0;0.3;100.0;1725.9
Textor et al. (2019);Textor2019_36;DOC degradation;3;1.35;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;30.0;0.3;100.0;1725.9
Textor et al. (2019);Textor2019_37;DOC degradation;3;2.15;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;14.0;0.14;100.0;869.98
Textor et al. (2019);Textor2019_38;DOC degradation;3;1.50;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;14.0;0.14;100.0;869.98
Textor et al. (2019);Textor2019_39;DOC degradation;3;1.27;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;14.0;0.14;100.0;869.98
Textor et al. (2019);Textor2019_40;DOC degradation;3;1.14;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;14.0;0.14;100.0;869.98
Textor et al. (2019);Textor2019_45;DOC degradation;3;0.63;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;14.0;0.14;100.0;869.98
Textor et al. (2019);Textor2019_46;DOC degradation;3;0.94;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;14.0;0.14;100.0;869.98
Textor et al. (2019);Textor2019_47;DOC degradation;3;0.9;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;14.0;0.14;100.0;869.98
Textor et al. (2019);Textor2019_48;DOC degradation;3;0.84;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;14.0;0.14;100.0;869.98
Textor et al. (2019);Textor2019_49;DOC degradation;3;0.038;no;not;yes;Lab;River/Stream;none;Other;NP;20;2;NA;30.4;0.304;100.0;2767.58
Textor et al. (2019);Textor2019_50;DOC degradation;3;0.52;no;not;yes;Lab;River/Stream;none;Other;NP;20;7;NA;30.4;0.304;100.0;2767.58
Textor et al. (2019);Textor2019_51;DOC degradation;3;0.58;no;not;yes;Lab;River/Stream;none;Other;NP;20;14;NA;30.4;0.304;100.0;2767.58
Textor et al. (2019);Textor2019_52;DOC degradation;3;0.81;no;not;yes;Lab;River/Stream;none;Other;NP;20;28;NA;30.4;0.304;100.0;2767.58
